name,smiles,canonical_smiles,inchi_key,sources,source_ids,sider_terms,in_dilirank,dilirank_category,in_tdc_dili_pos,known_hepatotoxic
N~2~-(1-carboxy-3-phenylpropyl)lysylproline,C1CC(N(C1)C(=O)C(CCCCN)NC(CCC2=CC=CC=C2)C(=O)O)C(=O)O,NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,RLAWWYSOJDYHDC-UHFFFAOYSA-N,sider,3937,Hepatic failure;Hepatic function abnormal;Hepatitis;Jaundice;Jaundice cholestatic,0,unknown,0,1
Lomefloxacin,CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,ZEKZLJVOYLTDKK-UHFFFAOYSA-N,sider,3948,Hepatic function abnormal;Hepatic necrosis;Hepatitis,0,unknown,0,1
Lomustine,C1CCC(CC1)NC(=O)N(CCCl)N=O,O=NN(CCCl)C(=O)NC1CCCCC1,GQYIWUVLTXOXAJ-UHFFFAOYSA-N,sider,3950,Hepatotoxicity,0,unknown,0,1
Lorazepam,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,DIWRORZWFLOCLC-UHFFFAOYSA-N,sider,3958,Blood alkaline phosphatase increased;Hepatocellular injury;Jaundice;Liver function test abnormal;Liver injury,0,unknown,0,1
Losartan,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,PSIFNNKUMBGKDQ-UHFFFAOYSA-N,sider,3961,Hepatitis;Jaundice;Jaundice cholestatic,0,unknown,0,1
"8-(2-(4-Hydroxy-6-oxooxan-2-yl)ethyl)-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl 2-methylbutanoate",CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,PCZOHLXUXFIOCF-UHFFFAOYSA-N,sider,3962,Blood alkaline phosphatase increased;Hepatic cancer;Hepatic failure;Hepatic function abnormal;Hepatic necrosis;Hepatitis;Hepatitis chronic active;Hepatocellular carcinoma;Jaundice cholestatic;Transaminases increased,0,unknown,0,1
Loxapine,CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,XJGVXQDUIWGIRW-UHFFFAOYSA-N,sider,3964,Hepatitis;Hepatocellular injury;Jaundice;Liver injury,0,unknown,0,1
Maprotiline,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24,CNCCCC12CCC(c3ccccc31)c1ccccc12,QSLMDECMDJKHMQ-UHFFFAOYSA-N,sider,4011,Hepatitis;Jaundice;Liver function test abnormal,0,unknown,0,1
Mebendazole,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,OPXLLQIJSORQAM-UHFFFAOYSA-N,sider,4030,Hepatitis,0,unknown,0,1
Mechlorethamine,CN(CCCl)CCCl,CN(CCCl)CCCl,HAWPXGHAZFHHAD-UHFFFAOYSA-N,sider,4033,Jaundice,0,unknown,0,1
"2-[(2,6-Dichloro-3-methylphenyl)amino]benzoate",CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)[O-])Cl,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,SBDNJUWAMKYJOX-UHFFFAOYSA-M,sider,4036,Jaundice cholestatic,0,unknown,0,1
"(17-acetyl-6,10,13-trimethyl-3-oxo-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-17-yl) acetate",CC1CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C,CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C,PSGAAPLEWMOORI-UHFFFAOYSA-N,sider,4042,Alanine aminotransferase increased;Blood alkaline phosphatase increased;Hepatic failure;Hepatic function abnormal;Hepatitis;Hepatocellular injury;Hepatomegaly;Jaundice;Jaundice cholestatic;Liver disorder,0,unknown,0,1
Mefenamic Acid,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C,Cc1cccc(Nc2ccccc2C(=O)O)c1C,HYYBABOKPJLUIN-UHFFFAOYSA-N,sider,4044,Hepatic enzyme increased;Hepatic failure;Hepatitis;Hepatorenal syndrome;Jaundice;Jaundice cholestatic;Liver function test abnormal,0,unknown,0,1
Mefloquine,C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,XEEQGYMUWCZPDN-UHFFFAOYSA-N,sider,4046,Hepatic failure;Hepatocellular injury;Liver disorder,0,unknown,0,1
Meloxicam Sodium,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)[O-].[Na+],Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,PTCPMRKGGUPNDO-UHFFFAOYSA-M,sider,4051,Alanine aminotransferase increased;Aspartate aminotransferase increased;Gamma-glutamyltransferase increased;Hepatic failure;Hepatic function abnormal;Hepatitis;Jaundice;Liver function test abnormal,0,unknown,0,1
Sarcolysin,C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,SGDBTWWWUNNDEQ-UHFFFAOYSA-N,sider,4053,Hepatitis;Hepatocellular injury;Jaundice;Liver disorder;Liver function test abnormal;Transaminases increased;Venoocclusive liver disease,0,unknown,0,1
Memantine,CC12CC3CC(C1)(CC(C3)(C2)N)C,CC12CC3CC(C)(C1)CC(N)(C3)C2,BUGYDGFZZOZRHP-UHFFFAOYSA-N,sider,4054,Alanine aminotransferase increased;Aspartate aminotransferase increased;Blood alkaline phosphatase increased;Gamma-glutamyltransferase increased;Hepatic enzyme increased;Hepatic failure;Hepatic function abnormal;Hepatitis;Hepatitis cholestatic;Liver function test abnormal,0,unknown,0,1
Mephenytoin,CCC1(C(=O)N(C(=O)N1)C)C2=CC=CC=C2,CCC1(c2ccccc2)NC(=O)N(C)C1=O,GMHKMTDVRCWUDX-UHFFFAOYSA-N,sider,4060,Hepatitis;Jaundice,0,unknown,0,1
5-Aminosalicylic Acid,C1=CC(=C(C=C1N)C(=O)O)O,Nc1ccc(O)c(C(=O)O)c1,KBOPZPXVLCULAV-UHFFFAOYSA-N,sider,4075,Alanine aminotransferase increased;Aspartate aminotransferase increased;Blood alkaline phosphatase increased;Blood bilirubin increased;Cholestasis;Gamma-glutamyltransferase increased;Hepatic enzyme increased;Hepatic failure;Hepatic necrosis;Hepatitis;Hepatitis cholestatic;Hepatitis toxic;Hepatocellular injury;Hepatotoxicity;Jaundice;Jaundice cholestatic;Liver disorder;Liver function test abnormal;Liver injury;Transaminases increased,0,unknown,0,1
Metformin,CN(C)C(=N)N=C(N)N,CN(C)C(=N)N=C(N)N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,sider,4091,Hepatitis;Liver function test abnormal,0,unknown,0,1
Methadone,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,USSIQXCVUWKGNF-UHFFFAOYSA-N,sider,4095,Chronic hepatitis,0,unknown,0,1
Methocarbamol,COC1=CC=CC=C1OCC(COC(=O)N)O,COc1ccccc1OCC(O)COC(N)=O,GNXFOGHNGIVQEH-UHFFFAOYSA-N,sider,4107,Jaundice;Jaundice cholestatic,0,unknown,0,1
"Methotrexate, (A+-)-",CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,FBOZXECLQNJBKD-UHFFFAOYSA-N,sider,4112,Chronic hepatitis;Hepatic atrophy;Hepatic cirrhosis;Hepatic enzyme increased;Hepatic failure;Hepatic fibrosis;Hepatitis;Hepatitis acute;Hepatotoxicity;Herpes simplex hepatitis;Liver disorder;Liver function test abnormal,0,unknown,0,1
Methyclothiazide,CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CCl,CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,CESYKOGBSMNBPD-UHFFFAOYSA-N,sider,4121,Jaundice,0,unknown,0,1
Alpha-methyldopa,CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)N,CC(N)(Cc1ccc(O)c(O)c1)C(=O)O,CJCSPKMFHVPWAR-UHFFFAOYSA-N,sider,4138,Hepatitis;Hepatocellular injury;Jaundice;Liver disorder;Liver function test abnormal;Liver injury,0,unknown,0,1
Methylphenidate,COC(=O)C(C1CCCCN1)C2=CC=CC=C2,COC(=O)C(c1ccccc1)C1CCCCN1,DUGOZIWVEXMGBE-UHFFFAOYSA-N,sider,4158,Alanine aminotransferase increased;Blood alkaline phosphatase increased;Blood bilirubin increased;Coma hepatic;Hepatic enzyme increased;Hepatic function abnormal;Liver function test abnormal,0,unknown,0,1
6-alpha-Methylprednisolone,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,VHRSUDSXCMQTMA-UHFFFAOYSA-N,sider,4159,Alanine aminotransferase increased;Blood alkaline phosphatase increased;Hepatomegaly,0,unknown,0,1
"17-hydroxy-10,13,17-trimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one",CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C)O)C,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,GCKMFJBGXUYNAG-UHFFFAOYSA-N,sider,4160,Jaundice cholestatic,0,unknown,0,1
Metoclopramide,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,TTWJBBZEZQICBI-UHFFFAOYSA-N,sider,4168,Hepatotoxicity;Jaundice,0,unknown,0,1
Metolazone,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,AQCHWTWZEMGIFD-UHFFFAOYSA-N,sider,4170,Hepatitis;Jaundice cholestatic,0,unknown,0,1
Metoprolol,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,COCCc1ccc(OCC(O)CNC(C)C)cc1,IUBSYMUCCVWXPE-UHFFFAOYSA-N,sider,4171,Hepatic cirrhosis;Hepatic function abnormal;Hepatitis;Jaundice;Liver function test abnormal,0,unknown,0,1
Metronidazole,CC1=NC=C(N1CCO)[N+](=O)[O-],Cc1ncc([N+](=O)[O-])n1CCO,VAOCPAMSLUNLGC-UHFFFAOYSA-N,sider,4173,Hepatic failure;Hepatitis;Hepatitis cholestatic;Jaundice;Liver function test abnormal;Liver injury;Traumatic liver injury,0,unknown,0,1
Mexiletine,CC1=C(C(=CC=C1)C)OCC(C)N,Cc1cccc(C)c1OCC(C)N,VLPIATFUUWWMKC-UHFFFAOYSA-N,sider,4178,Acute yellow liver atrophy;Hepatitis;Liver function test abnormal,0,unknown,0,1
Mianserin,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42,CN1CCN2c3ccccc3Cc3ccccc3C2C1,UEQUQVLFIPOEMF-UHFFFAOYSA-N,sider,4184,Hepatic enzyme increased;Hepatic function abnormal;Hepatitis;Jaundice,0,unknown,0,1
Miconazole,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,BYBLEWFAAKGYCD-UHFFFAOYSA-N,sider,4189,Gamma-glutamyltransferase increased;Hepatitis,0,unknown,0,1
Midodrine,COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O,COc1ccc(OC)c(C(O)CNC(=O)CN)c1,PTKSEFOSCHHMPD-UHFFFAOYSA-N,sider,4195,Hepatic enzyme increased;Hepatic function abnormal,0,unknown,0,1
Milrinone,CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,PZRHRDRVRGEVNW-UHFFFAOYSA-N,sider,4197,Liver function test abnormal,0,unknown,0,1
Minoxidil,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O,N=c1nc(N2CCCCC2)cc(N)n1O,ZIMGGGWCDYVHOY-UHFFFAOYSA-N,sider,4201,Blood alkaline phosphatase increased,0,unknown,0,1
Mirtazapine,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,CN1CCN2c3ncccc3Cc3ccccc3C2C1,RONZAEMNMFQXRA-UHFFFAOYSA-N,sider,4205,Alanine aminotransferase increased;Aspartate aminotransferase increased;Hepatic cirrhosis;Hepatic function abnormal;Hepatitis;Jaundice;Liver function test abnormal,0,unknown,0,1
Mitotane,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,JWBOIMRXGHLCPP-UHFFFAOYSA-N,sider,4211,Autoimmune hepatitis;Hepatic enzyme increased;Hepatitis;Hepatitis cholestatic;Hepatocellular injury;Liver injury,0,unknown,0,1
Mitoxantrone,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,KKZJGLLVHKMTCM-UHFFFAOYSA-N,sider,4212,Alanine aminotransferase increased;Aspartate aminotransferase increased;Blood bilirubin increased;Gamma-glutamyltransferase increased;Hepatic enzyme increased;Hepatitis;Jaundice,0,unknown,0,1
Moclobemide,C1COCCN1CCNC(=O)C2=CC=C(C=C2)Cl,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,YHXISWVBGDMDLQ-UHFFFAOYSA-N,sider,4235,Hepatic enzyme increased,0,unknown,0,1
Modafinil,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N,NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,YFGHCGITMMYXAQ-UHFFFAOYSA-N,sider,4236,Aspartate aminotransferase increased;Gamma-glutamyltransferase increased;Hepatic enzyme increased;Hepatic function abnormal,0,unknown,0,1
(1-(((1-(3-(2-(7-Chloroquinolin-2-yl)ethenyl)phenyl)-3-(2-(2-hydroxypropan-2-yl)phenyl)propyl)sulfanyl)methyl)cyclopropyl)acetic acid,CC(C)(C1=CC=CC=C1CCC(C2=CC=CC(=C2)C=CC3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O,CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,UCHDWCPVSPXUMX-UHFFFAOYSA-N,sider,4248,Alanine aminotransferase increased;Aspartate aminotransferase increased;Hepatic infiltration eosinophilic;Hepatitis;Hepatitis cholestatic;Hepatocellular injury;Jaundice;Liver disorder;Liver injury;Traumatic liver injury,0,unknown,0,1
"Morphinan-3,6alpha-diol, 7,8-didehydro-4,5alpha-epoxy-17-methyl-",CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,BQJCRHHNABKAKU-UHFFFAOYSA-N,sider,4253,Hepatitis;Liver function test abnormal,0,unknown,0,1
"1-Cyclopropyl-6-fluoro-1,4-dihydro-8-methoxy-7-(octahydro-6H-pyrrolo(3,4-b)pyridin-6-yl)-4-oxo-3-quinolinecarboxylic acid",COC1=C2C(=CC(=C1N3CC4CCCNC4C3)F)C(=O)C(=CN2C5CC5)C(=O)O,COc1c(N2CC3CCCNC3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,FABPRXSRWADJSP-UHFFFAOYSA-N,sider,4259,Acute yellow liver atrophy;Alanine aminotransferase increased;Aspartate aminotransferase increased;Blood alkaline phosphatase increased;Blood bilirubin increased;Gamma-glutamyltransferase increased;Hepatic enzyme increased;Hepatic failure;Hepatic function abnormal;Hepatitis;Hepatitis cholestatic;Hepatitis fulminant;Hepatocellular injury;Jaundice;Jaundice cholestatic;Liver function test abnormal;Liver injury;Transaminases increased,0,unknown,0,1
6-(4-hydroxy-6-methoxy-7-methyl-3-oxo-1H-isobenzofuran-5-yl)-4-methyl-4-hexenoic acid 2-(4-morpholinyl)ethyl ester,CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)OCCN3CCOCC3)O,COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,RTGDFNSFWBGLEC-UHFFFAOYSA-N,sider,4271,Alanine aminotransferase increased;Aspartate aminotransferase increased;Blood alkaline phosphatase increased;Gamma-glutamyltransferase increased;Hepatic enzyme increased;Hepatic failure;Hepatitis;Hepatitis B;Hepatocellular injury;Jaundice;Jaundice cholestatic;Liver function test abnormal;Liver injury,0,unknown,0,1
"6-(1,3-Dihydro-4-hydroxy-6-methoxy-7-methyl-3-oxo-5-isobenzofuranyl)-4-methyl-4-hexenoic acid",CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)O)O,COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2,HPNSFSBZBAHARI-UHFFFAOYSA-N,sider,4272,Alanine aminotransferase increased;Aspartate aminotransferase increased;Blood alkaline phosphatase increased;Gamma-glutamyltransferase increased;Hepatitis;Hepatitis B;Hepatitis C;Hepatocellular injury;Jaundice;Jaundice cholestatic;Liver function test abnormal;Liver injury,0,unknown,0,1
Nabumetone,CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC,COc1ccc2cc(CCC(C)=O)ccc2c1,BLXXJMDCKKHMKV-UHFFFAOYSA-N,sider,4409,Hepatic failure;Jaundice;Jaundice cholestatic;Liver function test abnormal,0,unknown,0,1
GlyTouCan:G51670LK,CC(C)(C)NCC(COC1=CC=CC2=C1CC(C(C2)O)O)O,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,VWPOSFSPZNDTMJ-UHFFFAOYSA-N,sider,4411,Hepatic enzyme increased,0,unknown,0,1
Nalidixic Acid,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,MHWLWQUZZRMNGJ-UHFFFAOYSA-N,sider,4421,Cholestasis,0,unknown,0,1
"17-(Cyclopropylmethyl)-4,5alpha-epoxy-6-methylenemorphinan-3,14-diol",C=C1CCC2(C3CC4=C5C2(C1OC5=C(C=C4)O)CCN3CC6CC6)O,C=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,WJBLNOPPDWQMCH-UHFFFAOYSA-N,sider,4422,Aspartate aminotransferase increased;Hepatitis;Liver injury;Traumatic liver injury,0,unknown,0,1
"3-(cyclopropylmethyl)-4a,9-dihydroxy-2,4,5,6,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one",C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O,O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,DQCKKXVULJGBQN-UHFFFAOYSA-N,sider,4428,Alanine aminotransferase increased;Aspartate aminotransferase increased;Gamma-glutamyltransferase increased;Hepatic enzyme increased;Hepatitis;Hepatitis C;Hepatotoxicity,0,unknown,0,1
Anabolicum,CCCCCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C,CCCCCCCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4C3CCC12C,JKWKMORAXJQQSR-UHFFFAOYSA-N,sider,4432,Hepatic function abnormal;Jaundice,0,unknown,0,1
Naratriptan,CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,AMKVXSZCKVJAGH-UHFFFAOYSA-N,sider,4440,Blood bilirubin abnormal;Liver function test abnormal,0,unknown,0,1
2-{[4-(Methylethyl)cyclohexyl]carbonylamino}-3-phenylpropanoic acid,CC(C)C1CCC(CC1)C(=O)NC(CC2=CC=CC=C2)C(=O)O,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,OELFLUMRDSZNSF-UHFFFAOYSA-N,sider,4443,Hepatic enzyme increased;Hepatitis cholestatic;Jaundice,0,unknown,0,1
Nefazodone,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,VRBKIVRKKCLPHA-UHFFFAOYSA-N,sider,4449,Alanine aminotransferase increased;Aspartate aminotransferase increased;Hepatic failure;Hepatic necrosis;Hepatitis;Liver function test abnormal,0,unknown,0,1
"N-tert-butyl-2-[2-hydroxy-3-[(3-hydroxy-2-methylbenzoyl)amino]-4-phenylsulfanylbutyl]-3,4,4a,5,6,7,8,8a-octahydro-1H-isoquinoline-3-carboxamide",CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O,Cc1c(O)cccc1C(=O)NC(CSc1ccccc1)C(O)CN1CC2CCCCC2CC1C(=O)NC(C)(C)C,QAGYKUNXZHXKMR-UHFFFAOYSA-N,sider,4451,Alanine aminotransferase increased;Aspartate aminotransferase increased;Hepatic enzyme increased;Hepatitis;Jaundice;Liver function test abnormal,0,unknown,0,1
Nevirapine,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,NQDJXKOVJZTUJA-UHFFFAOYSA-N,sider,4463,Alanine aminotransferase increased;Aspartate aminotransferase increased;Chronic hepatitis B;Gamma-glutamyltransferase increased;Hepatic enzyme increased;Hepatic failure;Hepatic necrosis;Hepatitis;Hepatitis acute;Hepatitis cholestatic;Hepatitis fulminant;Hepatitis toxic;Hepatocellular injury;Hepatotoxicity;Jaundice;Liver disorder;Liver function test abnormal;Liver injury;Transaminases increased;Traumatic liver injury,0,unknown,0,1
Nifedipine,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],HYIMSNHJOBLJNT-UHFFFAOYSA-N,sider,4485,Alanine aminotransferase increased;Allergic hepatitis;Cholestasis;Gamma-glutamyltransferase increased;Hepatitis;Jaundice;Liver function test abnormal,0,unknown,0,1
Nilutamide,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,XWXYUMMDTVBTOU-UHFFFAOYSA-N,sider,4493,Alanine aminotransferase increased;Aspartate aminotransferase increased;Blood alkaline phosphatase increased,0,unknown,0,1
Nimodipine,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,UIAGMCDKSXEBJQ-UHFFFAOYSA-N,sider,4497,Alanine aminotransferase increased;Blood alkaline phosphatase increased;Hepatitis;Jaundice;Liver function test abnormal,0,unknown,0,1
Nisoldipine,CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],VKQFCGNPDRICFG-UHFFFAOYSA-N,sider,4499,Hepatomegaly;Liver function test abnormal,0,unknown,0,1
Nitrazepam,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,KJONHKAYOJNZEC-UHFFFAOYSA-N,sider,4506,Jaundice,0,unknown,0,1
Furantoin,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-],O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,NXFQHRVNIOXGAQ-UHFFFAOYSA-N,sider,4509,Alanine aminotransferase increased;Aspartate aminotransferase increased;Hepatic necrosis;Hepatitis;Hepatitis chronic active;Jaundice cholestatic;Liver disorder,0,unknown,0,1
Nizatidine,CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,SGXXNSQHWDMGGP-UHFFFAOYSA-N,sider,4513,Hepatic enzyme increased;Hepatitis;Hepatocellular injury;Jaundice;Liver injury,0,unknown,0,1
"1-Ethynyl-1-hydroxy-11a-methyl-1H,2H,3H,3aH,3bH,4H,5H,7H,8H,9H,9aH,9bH,10H,11H,11aH-cyclopenta(a)phenanthren-7-one",CC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,VIKNJXKGJWUCNN-UHFFFAOYSA-N,sider,4536,Benign hepatic neoplasm;Hepatitis;Jaundice cholestatic,0,unknown,0,1
Norfloxacin,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,OGJPXUAPXNRGGI-UHFFFAOYSA-N,sider,4539,Aspartate aminotransferase increased;Blood alkaline phosphatase increased;Cholestasis;Hepatic failure;Hepatic necrosis;Hepatitis;Jaundice;Jaundice cholestatic;Liver function test abnormal,0,unknown,0,1
Nortriptyline,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,CNCCC=C1c2ccccc2CCc2ccccc21,PHVGLTMQBUFIQQ-UHFFFAOYSA-N,sider,4543,Cholestasis;Hepatic function abnormal;Hepatic necrosis;Hepatitis;Jaundice,0,unknown,0,1
2-Ethoxy-4-(2-((3-methyl-1-(2-(piperidin-1-yl)phenyl)butyl)amino)-2-oxoethyl)benzoic acid,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,CCOc1cc(CC(=O)NC(CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,FAEKWTJYAYMJKF-UHFFFAOYSA-N,sider,4547,Hepatic enzyme increased;Hepatic function abnormal;Hepatitis;Jaundice,0,unknown,0,1
